10000,0.003621,0.000004,534
10000,0.003540,0.000004,534
10000,0.003619,0.000004,534
10000,0.003879,0.000055,9008
10000,0.003595,0.000053,9008
10000,0.003751,0.000049,9008
10000,0.003661,0.000050,9008
10000,0.003722,0.000049,8996
10000,0.003537,0.000049,8996
10000,0.003446,0.000049,8996
10000,0.003521,0.000050,8996
10000,0.003668,0.000085,8996
10000,0.003658,0.000004,519
10000,0.003730,0.000003,519
10000,0.003840,0.000004,519
10000,0.003944,0.000003,519
10000,0.003618,0.000015,2445
10000,0.003798,0.000017,2445
10000,0.003944,0.000014,2445
10000,0.004520,0.000014,2445
10000,0.004137,0.000017,2445
10000,0.004398,0.000052,7766
10000,0.003770,0.000042,7766
10000,0.003803,0.000042,7766
10000,0.003692,0.000043,7766
10000,0.003822,0.000001,20
10000,0.003675,0.000002,20
10000,0.004521,0.000060,9999
10000,0.007355,0.000092,7838
10000,0.004397,0.000042,7838
10000,0.004773,0.000006,875
10000,0.003840,0.000006,875
10000,0.003984,0.000006,875
10000,0.004562,0.000007,875
10000,0.003853,0.000044,7936
10000,0.003633,0.000043,7936
10000,0.003808,0.000056,7936
10000,0.003923,0.000044,7936
10000,0.003653,0.000114,5749
10000,0.003773,0.000032,5749
10000,0.003766,0.000036,5749
10000,0.003543,0.000032,5778
10000,0.003631,0.000071,5778
10000,0.003595,0.000055,5778
10000,0.003530,0.000005,751
10000,0.003462,0.000005,751
10000,0.003715,0.000005,751
10000,0.003505,0.000005,751
10000,0.001841,0.000016,7904
10000,0.003930,0.000044,7904
10000,0.003558,0.000044,7904
10000,0.003676,0.000049,7904
10000,0.003786,0.000050,8286
10000,0.003591,0.000047,8286
10000,0.003882,0.000046,8286
10000,0.003481,0.000046,8286
10000,0.003547,0.000042,8867
10000,0.002901,0.000011,5044
10000,0.003551,0.000016,2710
10000,0.003756,0.000016,2710
10000,0.003482,0.000016,2710
10000,0.003745,0.000041,7221
10000,0.003690,0.000043,7221
10000,0.003671,0.000040,7221
10000,0.003635,0.000040,7221
10000,0.003821,0.000010,1555
10000,0.003593,0.000009,1555
10000,0.002923,0.000010,4774
10000,0.004897,0.000010,1663
10000,0.002562,0.000015,7560
10000,0.001793,0.000016,7560
10000,0.003404,0.000008,1401
10000,0.007501,0.000034,2615
10000,0.002173,0.000014,6617
10000,0.003501,0.000037,6617
10000,0.003450,0.000006,994
10000,0.003396,0.000016,2836
10000,0.001973,0.000006,2836
10000,0.003543,0.000014,2161
10000,0.003551,0.000020,3263
10000,0.003052,0.000002,622
10000,0.004866,0.000030,2419
10000,0.003579,0.000044,8075
10000,0.003561,0.000015,2651
10000,0.002732,0.000019,8602
10000,0.003714,0.000053,8602
10000,0.003472,0.000054,9869
10000,0.003420,0.000013,2074
10000,0.003109,0.000009,4063
10000,0.000355,0.000000,2185
